2,0.75
1,0.625
1,0.5
2,0.25
1,0.625
2,0.375
2,0.375
2,0
1,0.5
1,0
1,0.625
1,0.5
3,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
2,0.375
2,0
1,0
2,0.25
1,0
2,0
1,0.125
1,0
1,0
1,0
1,0
2,0.75
1,0
2,0
2,0.625
2,0.625
2,0.5
1,0
2,0
1,0
2,0
1,0
1,0
2,0.125
2,0
2,0
1,0
2,0
2,0.5
1,0
1,0.375
1,0
2,0
1,0
4,0
1,0
1,0
2,0.375
2,0
1,0.375
1,0
2,0
1,0
1,0.375
2,0
1,0
1,0
1,0
2,0
2,0.5
1,0
2,0
1,0
3,0
2,0.625
2,0
1,0
2,0
1,0
1,0
1,0
2,0
1,0
2,0.625
2,0.375
2,0.375
2,0
2,0
2,0.125
1,0
2,0.25
1,0
1,0
1,0
2,0
1,0
2,0
1,0
2,0
2,0
2,0
2,0
2,0
1,0
2,0
2,0.625
2,0
1,0
2,0
2,0
2,0
2,0
1,0
2,0.375
1,0
2,0.375
2,0
1,0
2,0
2,0
1,0
2,0.25
2,0.375
2,0
1,0
1,0
2,0.125
2,0
1,0
1,0
1,0.375
1,0
1,0
1,0
2,0
2,0
2,0.25
2,0.25
1,0
1,0
2,0.375
1,0
2,0
1,0
2,0.125
2,0
1,0
2,0
1,0
2,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
2,0
1,0
1,0
2,0.625
2,0
1,0
2,0
1,0
1,0
2,0.5
2,0
2,0
2,0
2,0.5
1,0
2,0
2,0
2,0
2,0
1,0
2,0
2,0
1,0
1,0
1,0
1,0
2,0
2,0.375
1,0
1,0.5
1,0
1,0
1,0
2,0
2,0
2,0
2,0
1,0
1,0
1,0
2,0
1,0
1,0
2,0
2,0
1,0
1,0
2,0.125
1,0
1,0
1,0
2,0
1,0
2,0
2,0
2,0
1,0
2,0
2,0
2,0
2,0.125
2,0
2,0
1,0
1,0
1,0
1,0
2,0
1,0.625
1,0
1,0.375
1,0
2,0
2,0
2,0
1,0
2,0
1,0
1,0
1,0
2,0
2,0.375
1,0
2,0.625
2,0
1,0
2,0.625
2,0.5
2,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
4,0.5
1,0
1,0
1,0
2,0.125
1,0.125
1,0
2,0
1,0
1,0
2,0
1,0
2,0.5
1,0
1,0
1,0
1,0
2,0
2,0.25
2,0.375
2,0.375
1,0
2,0
1,0
1,0
1,0
1,0
2,0
2,0
2,0
2,0.375
2,0.375
2,0.375
2,0
1,0
2,0
1,0
2,0.625
1,0
2,0
1,0
1,0
2,0.625
2,0
2,0
1,0
1,0
1,0
2,0
2,0
1,0
2,0.375
2,0
2,0
1,0
2,0.375
1,0
1,0
1,0
1,0
2,0
2,0
2,0
1,0
1,0
2,0
2,0
2,0
2,0
2,0
1,0
2,0
2,0
1,0
1,0
1,0.25
1,0
2,0.5
2,0.125
2,0.5
1,0
2,0.25
1,0
2,0
1,0
2,0
1,0
2,0.25
1,0
2,0
2,0
1,0
1,0
2,0
1,0
1,0
1,0
2,0
2,0.125
2,0
1,0
1,0
1,0
1,0
1,0
2,0
2,0
2,0
1,0
2,0
2,0
1,0
1,0
2,0.25
1,0
2,0
1,0
2,0
1,0
2,0
2,0
2,0.5
1,0
2,0
2,0
2,0.625
2,0.75
1,0
2,0
2,0.5
2,0
2,0.375
1,0
2,0.625
1,0
2,0
2,0.25
1,0
2,0
1,0
1,0
2,0.125
2,0
2,0
1,0
2,0
2,0
1,0
2,0.75
1,0
1,0
1,0
1,0
1,0
2,0
1,0
2,0
2,0.375
1,0
2,0
1,0
2,0.5
1,0
2,0
2,0
1,0
1,0
2,0
1,0
1,0
1,0
2,0
2,0.375
1,0
1,0
1,0
2,0
1,0.125
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0.125
1,0
1,0
2,0
1,0
2,0.375
2,0
1,0
2,0
1,0
1,0
1,0
2,0
2,0
1,0
2,0
1,0
2,0
2,0
2,0
1,0
2,0
1,0
1,0
2,0.125
2,0
2,0
2,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
2,0
2,0
1,0
2,0
1,0
1,0
1,0
2,0
2,0
2,0
2,0
1,0
2,0
1,0
1,0
1,0
2,0
1,0
1,0
2,0
2,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
2,0
2,0
1,0
1,0
2,0
2,0
1,0
2,0
2,0
2,0
2,0
1,0
2,0
1,0
2,0
1,0
1,0
1,0
2,0
2,0
2,0
2,0
1,0
1,0
2,0
2,0
2,0
1,0
1,0
2,0
2,0
1,0
1,0
2,0
2,0
1,0
2,0
2,0.125
1,0
1,0
2,0
2,0
1,0
1,0
2,0
1,0
2,0
2,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
2,0
1,0
1,0
1,0
2,0
2,0
2,0
1,0
1,0
1,0
2,0
2,0
1,0
2,0
1,0
1,0
2,0
4,0
2,0
2,0
2,0
2,0
1,0
1,0
2,0
2,0.25
1,0
2,0
2,0
1,0
1,0
2,0
2,0
2,0
1,0
2,0.5
2,0
2,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
2,0
1,0
1,0
2,0.25
1,0
2,0
1,0
2,0
1,0
2,0
2,0
2,0
2,0
1,0
1,0
2,0.625
1,0
1,0
2,0
1,0
2,0
2,0.375
2,0.25
1,0
1,0
2,0
2,0.5
1,0
1,0
1,0
1,0
1,0
2,0
2,0.75
2,0
2,0.5
3,0
1,0
2,0
1,0
1,0
2,0.125
2,0.5
1,0
1,0
1,0
2,0
2,0
2,0.25
1,0
1,0
1,0
1,0
2,0
2,0
2,0.625
1,0
1,0
1,0
2,0.5
1,0
1,0
1,0.875
1,0
2,0
1,0
2,0.625
2,0
2,0
2,0
2,0.625
2,0
2,0
1,0
2,0
2,0.375
2,0
1,0
2,0
1,0
2,0.5
2,0.25
1,0
1,0
2,0
1,0
1,0
2,0
2,0.75
1,0
2,0
2,0
2,0
1,0
1,0
2,0
1,0
2,0
2,0.375
1,0
2,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
2,0
2,0
1,0
4,0
2,0
2,0
2,0.375
1,0
1,0
1,0
1,0
3,0.125
2,0.375
1,0
1,0
2,0
2,0
1,0
1,0
1,0
2,0
2,0
2,0
2,0
1,0
2,0.5
1,0
2,0
1,0
2,0
2,0.625
1,0
1,0
2,0.25
2,0
2,0.5
2,0.375
1,0
2,0.5
1,0
1,0
1,0
2,0.5
2,0
1,0
1,0
1,0.5
2,0
1,0.375
2,0
1,0.375
